Date,Committee,Number of utterances made by the committees per month
"=""03-1995""",184,0
"=""03-1996""",184,0
"=""03-1997""",184,0
"=""03-1998""",184,0
"=""03-1999""",184,205
"=""03-2000""",184,682
"=""03-2001""",184,252
"=""03-2002""",184,670
"=""03-2003""",184,1193
"=""03-2004""",184,502
"=""03-2005""",184,529
"=""03-2006""",184,1061
"=""03-2007""",184,1321
"=""03-2008""",184,0
"=""03-2009""",184,794
"=""03-2010""",184,244
"=""03-2011""",184,295
"=""03-2012""",184,873
"=""04-1995""",184,0
"=""04-1996""",184,0
"=""04-1997""",184,0
"=""04-1998""",184,0
"=""04-1999""",184,468
"=""04-2000""",184,1439
"=""04-2001""",184,212
"=""04-2002""",184,872
"=""04-2003""",184,615
"=""04-2004""",184,260
"=""04-2005""",184,1121
"=""04-2006""",184,1019
"=""04-2007""",184,300
"=""04-2008""",184,0
"=""04-2009""",184,511
"=""04-2010""",184,525
"=""04-2011""",184,400
"=""04-2012""",184,448
"=""05-1995""",184,0
"=""05-1996""",184,0
"=""05-1997""",184,0
"=""05-1998""",184,0
"=""05-1999""",184,723
"=""05-2000""",184,464
"=""05-2001""",184,1883
"=""05-2002""",184,1521
"=""05-2003""",184,737
"=""05-2004""",184,684
"=""05-2005""",184,440
"=""05-2006""",184,407
"=""05-2007""",184,0
"=""05-2008""",184,0
"=""05-2009""",184,707
"=""05-2010""",184,685
"=""05-2011""",184,442
"=""05-2012""",184,344
"=""06-1995""",184,0
"=""06-1996""",184,0
"=""06-1997""",184,248
"=""06-1998""",184,0
"=""06-1999""",184,975
"=""06-2000""",184,920
"=""06-2001""",184,1264
"=""06-2002""",184,534
"=""06-2003""",184,1171
"=""06-2004""",184,317
"=""06-2005""",184,750
"=""06-2006""",184,446
"=""06-2007""",184,0
"=""06-2008""",184,0
"=""06-2009""",184,870
"=""06-2010""",184,136
"=""06-2011""",184,1040
"=""06-2012""",184,914
"=""07-1995""",184,0
"=""07-1996""",184,0
"=""07-1997""",184,0
"=""07-1998""",184,0
"=""07-1999""",184,860
"=""07-2000""",184,730
"=""07-2001""",184,1504
"=""07-2002""",184,412
"=""07-2003""",184,1223
"=""07-2004""",184,685
"=""07-2005""",184,711
"=""07-2006""",184,611
"=""07-2007""",184,0
"=""07-2008""",184,89
"=""07-2009""",184,954
"=""07-2010""",184,708
"=""07-2011""",184,964
"=""07-2012""",184,874
"=""08-1995""",184,0
"=""08-1996""",184,0
"=""08-1997""",184,0
"=""08-1998""",184,0
"=""08-1999""",184,406
"=""08-2000""",184,0
"=""08-2001""",184,768
"=""08-2002""",184,172
"=""08-2003""",184,494
"=""08-2004""",184,0
"=""08-2005""",184,52
"=""08-2006""",184,67
"=""08-2007""",184,0
"=""08-2008""",184,0
"=""08-2009""",184,218
"=""08-2010""",184,0
"=""08-2011""",184,62
"=""08-2012""",184,133
"=""09-1995""",184,0
"=""09-1996""",184,0
"=""09-1997""",184,0
"=""09-1998""",184,0
"=""09-1999""",184,299
"=""09-2000""",184,126
"=""09-2001""",184,302
"=""09-2002""",184,672
"=""09-2003""",184,670
"=""09-2004""",184,80
"=""09-2005""",184,287
"=""09-2006""",184,0
"=""09-2007""",184,0
"=""09-2008""",184,891
"=""09-2009""",184,581
"=""09-2010""",184,0
"=""09-2011""",184,643
"=""09-2012""",184,459
"=""10-1995""",184,0
"=""10-1996""",184,0
"=""10-1997""",184,0
"=""10-1998""",184,0
"=""10-1999""",184,1146
"=""10-2000""",184,0
"=""10-2001""",184,169
"=""10-2002""",184,224
"=""10-2003""",184,676
"=""10-2004""",184,0
"=""10-2005""",184,297
"=""10-2006""",184,0
"=""10-2007""",184,0
"=""10-2008""",184,109
"=""10-2009""",184,465
"=""10-2010""",184,0
"=""10-2011""",184,870
"=""10-2012""",184,0
"=""11-1995""",184,0
"=""11-1996""",184,0
"=""11-1997""",184,0
"=""11-1998""",184,0
"=""11-1999""",184,224
"=""11-2000""",184,0
"=""11-2001""",184,500
"=""11-2002""",184,0
"=""11-2003""",184,232
"=""11-2004""",184,0
"=""11-2005""",184,364
"=""11-2006""",184,557
"=""11-2007""",184,0
"=""11-2008""",184,148
"=""11-2009""",184,245
"=""11-2010""",184,0
"=""11-2011""",184,575
"=""11-2012""",184,0
"=""12-1995""",184,0
"=""12-1996""",184,0
"=""12-1997""",184,0
"=""12-1998""",184,0
"=""12-1999""",184,0
"=""12-2000""",184,0
"=""12-2001""",184,194
"=""12-2002""",184,0
"=""12-2003""",184,100
"=""12-2004""",184,0
"=""12-2005""",184,0
"=""12-2006""",184,0
"=""12-2007""",184,0
"=""12-2008""",184,77
"=""12-2009""",184,0
"=""12-2010""",184,0
"=""12-2011""",184,230
"=""12-2012""",184,0
"=""01-1995""",186,0
"=""01-1996""",186,0
"=""01-1997""",186,0
"=""01-1998""",186,0
"=""01-1999""",186,0
"=""01-2000""",186,0
"=""01-2001""",186,0
"=""01-2002""",186,0
"=""01-2003""",186,0
"=""01-2004""",186,0
"=""01-2005""",186,0
"=""01-2006""",186,0
"=""01-2007""",186,0
"=""01-2008""",186,0
"=""01-2009""",186,0
"=""01-2010""",186,0
"=""01-2011""",186,0
"=""01-2012""",186,0
"=""02-1995""",186,0
"=""02-1996""",186,0
"=""02-1997""",186,0
"=""02-1998""",186,0
"=""02-1999""",186,0
"=""02-2000""",186,0
"=""02-2001""",186,0
"=""02-2002""",186,0
"=""02-2003""",186,0
"=""02-2004""",186,0
"=""02-2005""",186,0
"=""02-2006""",186,0
"=""02-2007""",186,0
"=""02-2008""",186,0
"=""02-2009""",186,0
"=""02-2010""",186,0
"=""02-2011""",186,0
"=""02-2012""",186,0
"=""03-1995""",186,0
"=""03-1996""",186,0
"=""03-1997""",186,0
"=""03-1998""",186,0
"=""03-1999""",186,0
"=""03-2000""",186,0
"=""03-2001""",186,0
"=""03-2002""",186,0
"=""03-2003""",186,0
"=""03-2004""",186,0
"=""03-2005""",186,0
"=""03-2006""",186,0
"=""03-2007""",186,0
"=""03-2008""",186,0
"=""03-2009""",186,0
"=""03-2010""",186,0
"=""03-2011""",186,0
"=""03-2012""",186,0
"=""04-1995""",186,0
"=""04-1996""",186,0
"=""04-1997""",186,0
"=""04-1998""",186,0
"=""04-1999""",186,0
"=""04-2000""",186,0
"=""04-2001""",186,0
"=""04-2002""",186,0
"=""04-2003""",186,0
"=""04-2004""",186,0
"=""04-2005""",186,0
"=""04-2006""",186,0
"=""04-2007""",186,0
"=""04-2008""",186,0
"=""04-2009""",186,0
"=""04-2010""",186,0
"=""04-2011""",186,0
"=""04-2012""",186,0
"=""05-1995""",186,0
"=""05-1996""",186,0
"=""05-1997""",186,0
"=""05-1998""",186,0
"=""05-1999""",186,0
"=""05-2000""",186,0
"=""05-2001""",186,0
"=""05-2002""",186,0
"=""05-2003""",186,0
"=""05-2004""",186,0
"=""05-2005""",186,0
"=""05-2006""",186,0
"=""05-2007""",186,0
"=""05-2008""",186,0
"=""05-2009""",186,0
"=""05-2010""",186,0
"=""05-2011""",186,0
"=""05-2012""",186,0
"=""06-1995""",186,0
"=""06-1996""",186,0
"=""06-1997""",186,0
"=""06-1998""",186,0
"=""06-1999""",186,0
"=""06-2000""",186,0
"=""06-2001""",186,0
"=""06-2002""",186,0
"=""06-2003""",186,0
"=""06-2004""",186,0
"=""06-2005""",186,0
"=""06-2006""",186,0
"=""06-2007""",186,0
"=""06-2008""",186,0
"=""06-2009""",186,0
"=""06-2010""",186,0
"=""06-2011""",186,0
"=""06-2012""",186,0
"=""07-1995""",186,0
"=""07-1996""",186,0
"=""07-1997""",186,0
"=""07-1998""",186,0
"=""07-1999""",186,0
"=""07-2000""",186,0
"=""07-2001""",186,0
"=""07-2002""",186,0
"=""07-2003""",186,0
"=""07-2004""",186,0
"=""07-2005""",186,0
"=""07-2006""",186,0
"=""07-2007""",186,0
"=""07-2008""",186,0
"=""07-2009""",186,0
"=""07-2010""",186,0
"=""07-2011""",186,0
"=""07-2012""",186,0
"=""08-1995""",186,0
"=""08-1996""",186,0
"=""08-1997""",186,0
"=""08-1998""",186,0
"=""08-1999""",186,0
"=""08-2000""",186,0
"=""08-2001""",186,0
"=""08-2002""",186,0
"=""08-2003""",186,0
"=""08-2004""",186,0
"=""08-2005""",186,0
"=""08-2006""",186,0
"=""08-2007""",186,0
"=""08-2008""",186,0
"=""08-2009""",186,0
"=""08-2010""",186,0
"=""08-2011""",186,0
"=""08-2012""",186,0
"=""09-1995""",186,0
"=""09-1996""",186,0
"=""09-1997""",186,0
"=""09-1998""",186,0
"=""09-1999""",186,0
"=""09-2000""",186,0
"=""09-2001""",186,0
"=""09-2002""",186,0
"=""09-2003""",186,0
"=""09-2004""",186,0
"=""09-2005""",186,0
"=""09-2006""",186,0
"=""09-2007""",186,0
"=""09-2008""",186,0
"=""09-2009""",186,0
"=""09-2010""",186,0
"=""09-2011""",186,0
"=""09-2012""",186,0
"=""10-1995""",186,0
"=""10-1996""",186,0
"=""10-1997""",186,0
"=""10-1998""",186,0
"=""10-1999""",186,0
"=""10-2000""",186,0
"=""10-2001""",186,0
"=""10-2002""",186,0
"=""10-2003""",186,0
"=""10-2004""",186,0
"=""10-2005""",186,0
"=""10-2006""",186,0
"=""10-2007""",186,0
"=""10-2008""",186,0
"=""10-2009""",186,0
"=""10-2010""",186,0
"=""10-2011""",186,0
"=""10-2012""",186,0
"=""11-1995""",186,0
"=""11-1996""",186,0
"=""11-1997""",186,0
"=""11-1998""",186,0
"=""11-1999""",186,0
"=""11-2000""",186,0
"=""11-2001""",186,0
"=""11-2002""",186,0
"=""11-2003""",186,0
"=""11-2004""",186,0
"=""11-2005""",186,0
"=""11-2006""",186,0
"=""11-2007""",186,0
"=""11-2008""",186,0
"=""11-2009""",186,0
"=""11-2010""",186,0
"=""11-2011""",186,0
"=""11-2012""",186,0
"=""12-1995""",186,0
"=""12-1996""",186,0
"=""12-1997""",186,0
"=""12-1998""",186,0
"=""12-1999""",186,0
"=""12-2000""",186,0
"=""12-2001""",186,0
"=""12-2002""",186,0
"=""12-2003""",186,0
"=""12-2004""",186,0
"=""12-2005""",186,0
"=""12-2006""",186,0
"=""12-2007""",186,0
"=""12-2008""",186,0
"=""12-2009""",186,0
"=""12-2010""",186,0
"=""12-2011""",186,0
"=""12-2012""",186,0
"=""01-1995""",192,0
"=""01-1996""",192,0
"=""01-1997""",192,0
"=""01-1998""",192,0
"=""01-1999""",192,0
"=""01-2000""",192,0
"=""01-2001""",192,0
"=""01-2002""",192,0
"=""01-2003""",192,0
"=""01-2004""",192,0
"=""01-2005""",192,0
"=""01-2006""",192,0
"=""01-2007""",192,0
"=""01-2008""",192,509
"=""01-2009""",192,0
"=""01-2010""",192,255
"=""01-2011""",192,0
"=""01-2012""",192,207
"=""02-1995""",192,0
"=""02-1996""",192,0
"=""02-1997""",192,0
"=""02-1998""",192,0
"=""02-1999""",192,0
"=""02-2000""",192,0
"=""02-2001""",192,0
"=""02-2002""",192,0
"=""02-2003""",192,0
"=""02-2004""",192,0
"=""02-2005""",192,0
"=""02-2006""",192,0
"=""02-2007""",192,1123
"=""02-2008""",192,1355
"=""02-2009""",192,176
"=""02-2010""",192,1287
"=""02-2011""",192,700
"=""02-2012""",192,821
"=""03-1995""",192,0
"=""03-1996""",192,0
"=""03-1997""",192,0
"=""03-1998""",192,0
"=""03-1999""",192,0
"=""03-2000""",192,0
"=""03-2001""",192,0
"=""03-2002""",192,0
"=""03-2003""",192,0
"=""03-2004""",192,0
"=""03-2005""",192,0
"=""03-2006""",192,0
"=""03-2007""",192,840
"=""03-2008""",192,483
"=""03-2009""",192,1030
"=""03-2010""",192,585
"=""03-2011""",192,800
"=""03-2012""",192,697
"=""04-1995""",192,0
"=""04-1996""",192,0
"=""04-1997""",192,0
"=""04-1998""",192,0
"=""04-1999""",192,0
"=""04-2000""",192,0
"=""04-2001""",192,0
"=""04-2002""",192,0
"=""04-2003""",192,0
"=""04-2004""",192,0
"=""04-2005""",192,326
"=""04-2006""",192,0
"=""04-2007""",192,1274
"=""04-2008""",192,932
"=""04-2009""",192,1195
"=""04-2010""",192,568
"=""04-2011""",192,505
"=""04-2012""",192,417
"=""05-1995""",192,0
"=""05-1996""",192,0
"=""05-1997""",192,0
"=""05-1998""",192,0
"=""05-1999""",192,0
"=""05-2000""",192,0
"=""05-2001""",192,0
"=""05-2002""",192,0
"=""05-2003""",192,0
"=""05-2004""",192,0
"=""05-2005""",192,675
"=""05-2006""",192,0
"=""05-2007""",192,1096
"=""05-2008""",192,1136
"=""05-2009""",192,895
"=""05-2010""",192,908
"=""05-2011""",192,778
"=""05-2012""",192,1138
"=""06-1995""",192,0
"=""06-1996""",192,0
"=""06-1997""",192,0
"=""06-1998""",192,0
"=""06-1999""",192,0
"=""06-2000""",192,0
"=""06-2001""",192,0
"=""06-2002""",192,0
"=""06-2003""",192,0
"=""06-2004""",192,0
"=""06-2005""",192,1121
"=""06-2006""",192,677
"=""06-2007""",192,1076
"=""06-2008""",192,959
"=""06-2009""",192,1078
"=""06-2010""",192,848
"=""06-2011""",192,1314
"=""06-2012""",192,1305
"=""07-1995""",192,0
"=""07-1996""",192,0
"=""07-1997""",192,0
"=""07-1998""",192,0
"=""07-1999""",192,0
"=""07-2000""",192,0
"=""07-2001""",192,0
"=""07-2002""",192,0
"=""07-2003""",192,0
"=""07-2004""",192,0
"=""07-2005""",192,1326
"=""07-2006""",192,0
"=""07-2007""",192,2011
"=""07-2008""",192,1435
"=""07-2009""",192,1421
"=""07-2010""",192,1759
"=""07-2011""",192,905
"=""07-2012""",192,279
"=""08-1995""",192,0
"=""08-1996""",192,0
"=""08-1997""",192,0
"=""08-1998""",192,0
"=""08-1999""",192,0
"=""08-2000""",192,0
"=""08-2001""",192,0
"=""08-2002""",192,0
"=""08-2003""",192,0
"=""08-2004""",192,0
"=""08-2005""",192,0
"=""08-2006""",192,0
"=""08-2007""",192,0
"=""08-2008""",192,281
"=""08-2009""",192,0
"=""08-2010""",192,0
"=""08-2011""",192,0
"=""08-2012""",192,901
"=""09-1995""",192,0
"=""09-1996""",192,0
"=""09-1997""",192,0
"=""09-1998""",192,0
"=""09-1999""",192,0
"=""09-2000""",192,0
"=""09-2001""",192,0
"=""09-2002""",192,0
"=""09-2003""",192,0
"=""09-2004""",192,0
"=""09-2005""",192,1
"=""09-2006""",192,0
"=""09-2007""",192,1310
"=""09-2008""",192,1032
"=""09-2009""",192,856
"=""09-2010""",192,820
"=""09-2011""",192,0
"=""09-2012""",192,572
"=""10-1995""",192,0
"=""10-1996""",192,0
"=""10-1997""",192,0
"=""10-1998""",192,0
"=""10-1999""",192,0
"=""10-2000""",192,0
"=""10-2001""",192,0
"=""10-2002""",192,0
"=""10-2003""",192,0
"=""10-2004""",192,0
"=""10-2005""",192,0
"=""10-2006""",192,0
"=""10-2007""",192,1640
"=""10-2008""",192,0
"=""10-2009""",192,413
"=""10-2010""",192,0
"=""10-2011""",192,1306
"=""10-2012""",192,0
"=""11-1995""",192,0
"=""11-1996""",192,0
"=""11-1997""",192,0
"=""11-1998""",192,0
"=""11-1999""",192,0
"=""11-2000""",192,0
"=""11-2001""",192,0
"=""11-2002""",192,0
"=""11-2003""",192,0
"=""11-2004""",192,0
"=""11-2005""",192,0
"=""11-2006""",192,0
"=""11-2007""",192,257
"=""11-2008""",192,104
"=""11-2009""",192,134
"=""11-2010""",192,0
"=""11-2011""",192,427
"=""11-2012""",192,304
"=""12-1995""",192,0
"=""12-1996""",192,0
"=""12-1997""",192,0
"=""12-1998""",192,0
"=""12-1999""",192,0
"=""12-2000""",192,0
"=""12-2001""",192,0
"=""12-2002""",192,0
"=""12-2003""",192,0
"=""12-2004""",192,0
"=""12-2005""",192,0
"=""12-2006""",192,0
"=""12-2007""",192,498
"=""12-2008""",192,0
"=""12-2009""",192,578
"=""12-2010""",192,0
"=""12-2011""",192,363
"=""12-2012""",192,117
"=""01-1995""",196,0
"=""01-1996""",196,0
"=""01-1997""",196,0
"=""01-1998""",196,658
"=""01-1999""",196,531
"=""01-2000""",196,321
"=""01-2001""",196,0
"=""01-2002""",196,0
"=""01-2003""",196,0
"=""01-2004""",196,275
"=""01-2005""",196,0
"=""01-2006""",196,0
"=""01-2007""",196,868
"=""01-2008""",196,0
"=""01-2009""",196,0
"=""01-2010""",196,0
"=""01-2011""",196,1042
"=""01-2012""",196,176
"=""02-1995""",196,0
"=""02-1996""",196,0
"=""02-1997""",196,795
"=""02-1998""",196,1355
"=""02-1999""",196,3782
"=""02-2000""",196,3148
"=""02-2001""",196,773
"=""02-2002""",196,2655
"=""02-2003""",196,1882
"=""02-2004""",196,1566
"=""02-2005""",196,1661
"=""02-2006""",196,1667
"=""02-2007""",196,1752
"=""02-2008""",196,1542
"=""02-2009""",196,319
"=""02-2010""",196,556
"=""02-2011""",196,1789
"=""02-2012""",196,1424
"=""03-1995""",196,0
"=""03-1996""",196,0
"=""03-1997""",196,1643
"=""03-1998""",196,1816
"=""03-1999""",196,2872
"=""03-2000""",196,1806
"=""03-2001""",196,2106
"=""03-2002""",196,936
"=""03-2003""",196,1893
"=""03-2004""",196,2114
"=""03-2005""",196,1787
"=""03-2006""",196,848
"=""03-2007""",196,2975
"=""03-2008""",196,440
"=""03-2009""",196,2511
"=""03-2010""",196,687
"=""03-2011""",196,1752
"=""03-2012""",196,918
"=""04-1995""",196,0
"=""04-1996""",196,0
"=""04-1997""",196,2899
"=""04-1998""",196,1077
"=""04-1999""",196,927
"=""04-2000""",196,871
"=""04-2001""",196,895
"=""04-2002""",196,1689
"=""04-2003""",196,1027
"=""04-2004""",196,350
"=""04-2005""",196,1651
"=""04-2006""",196,799
"=""04-2007""",196,538
"=""04-2008""",196,464
"=""04-2009""",196,1173
"=""04-2010""",196,582
"=""04-2011""",196,1581
"=""04-2012""",196,1013
"=""05-1995""",196,0
"=""05-1996""",196,0
"=""05-1997""",196,846
"=""05-1998""",196,1179
"=""05-1999""",196,1032
"=""05-2000""",196,1572
"=""05-2001""",196,1982
"=""05-2002""",196,848
"=""05-2003""",196,507
"=""05-2004""",196,354
"=""05-2005""",196,2381
"=""05-2006""",196,889
"=""05-2007""",196,2175
"=""05-2008""",196,717
"=""05-2009""",196,532
"=""05-2010""",196,0
"=""05-2011""",196,1378
"=""05-2012""",196,1118
"=""06-1995""",196,0
"=""06-1996""",196,0
"=""06-1997""",196,320
"=""06-1998""",196,1919
"=""06-1999""",196,2804
"=""06-2000""",196,1151
"=""06-2001""",196,984
"=""06-2002""",196,1516
"=""06-2003""",196,801
"=""06-2004""",196,1043
"=""06-2005""",196,2828
"=""06-2006""",196,581
"=""06-2007""",196,1868
"=""06-2008""",196,964
"=""06-2009""",196,1310
"=""06-2010""",196,0
"=""06-2011""",196,1351
"=""06-2012""",196,1024
"=""07-1995""",196,0
"=""07-1996""",196,0
"=""07-1997""",196,1011
"=""07-1998""",196,582
"=""07-1999""",196,1000
"=""07-2000""",196,727
"=""07-2001""",196,2592
"=""07-2002""",196,720
"=""07-2003""",196,419
"=""07-2004""",196,696
"=""07-2005""",196,653
"=""07-2006""",196,1822
"=""07-2007""",196,367
"=""07-2008""",196,681
"=""07-2009""",196,406
"=""07-2010""",196,0
"=""07-2011""",196,1074
"=""07-2012""",196,1098
"=""08-1995""",196,0
"=""08-1996""",196,0
"=""08-1997""",196,0
"=""08-1998""",196,768
"=""08-1999""",196,267
"=""08-2000""",196,0
"=""08-2001""",196,0
"=""08-2002""",196,0
"=""08-2003""",196,0
"=""08-2004""",196,0
"=""08-2005""",196,0
"=""08-2006""",196,0
"=""08-2007""",196,202
"=""08-2008""",196,0
"=""08-2009""",196,0
"=""08-2010""",196,0
"=""08-2011""",196,0
"=""08-2012""",196,293
"=""09-1995""",196,0
"=""09-1996""",196,0
"=""09-1997""",196,1918
"=""09-1998""",196,76
"=""09-1999""",196,895
"=""09-2000""",196,710
"=""09-2001""",196,208
"=""09-2002""",196,332
"=""09-2003""",196,205
"=""09-2004""",196,362
"=""09-2005""",196,449
"=""09-2006""",196,145
"=""09-2007""",196,1024
"=""09-2008""",196,889
"=""09-2009""",196,87
"=""09-2010""",196,0
"=""09-2011""",196,1286
"=""09-2012""",196,833
"=""10-1995""",196,0
"=""10-1996""",196,0
"=""10-1997""",196,975
"=""10-1998""",196,0
"=""10-1999""",196,772
"=""10-2000""",196,62
"=""10-2001""",196,144
"=""10-2002""",196,184
"=""10-2003""",196,449
"=""10-2004""",196,0
"=""10-2005""",196,200
"=""10-2006""",196,0
"=""10-2007""",196,1181
"=""10-2008""",196,435
"=""10-2009""",196,378
"=""10-2010""",196,0
"=""10-2011""",196,601
"=""10-2012""",196,0
"=""11-1995""",196,0
"=""11-1996""",196,0
"=""11-1997""",196,223
"=""11-1998""",196,407
"=""11-1999""",196,872
"=""11-2000""",196,0
"=""11-2001""",196,670
"=""11-2002""",196,0
"=""11-2003""",196,599
"=""11-2004""",196,0
"=""11-2005""",196,776
"=""11-2006""",196,0
"=""11-2007""",196,250
"=""11-2008""",196,0
"=""11-2009""",196,837
"=""11-2010""",196,0
"=""11-2011""",196,441
"=""11-2012""",196,0
"=""12-1995""",196,0
"=""12-1996""",196,0
"=""12-1997""",196,0
"=""12-1998""",196,144
"=""12-1999""",196,0
"=""12-2000""",196,0
"=""12-2001""",196,301
"=""12-2002""",196,0
"=""12-2003""",196,0
"=""12-2004""",196,0
"=""12-2005""",196,138
"=""12-2006""",196,197
"=""12-2007""",196,0
"=""12-2008""",196,0
"=""12-2009""",196,210
"=""12-2010""",196,0
"=""12-2011""",196,251
"=""12-2012""",196,42
"=""01-1995""",242,0
"=""01-1996""",242,0
"=""01-1997""",242,0
"=""01-1998""",242,0
"=""01-1999""",242,0
"=""01-2000""",242,0
"=""01-2001""",242,0
"=""01-2002""",242,0
"=""01-2003""",242,0
"=""01-2004""",242,0
"=""01-2005""",242,0
"=""01-2006""",242,0
"=""01-2007""",242,0
"=""01-2008""",242,0
"=""01-2009""",242,0
"=""01-2010""",242,0
"=""01-2011""",242,0
"=""01-2012""",242,0
"=""02-1995""",242,0
"=""02-1996""",242,0
"=""02-1997""",242,0
"=""02-1998""",242,0
"=""02-1999""",242,0
"=""02-2000""",242,0
"=""02-2001""",242,0
"=""02-2002""",242,0
"=""02-2003""",242,0
"=""02-2004""",242,0
"=""02-2005""",242,0
"=""02-2006""",242,0
"=""02-2007""",242,0
"=""02-2008""",242,0
"=""02-2009""",242,147
"=""02-2010""",242,122
"=""02-2011""",242,0
"=""02-2012""",242,0
"=""03-1995""",242,0
"=""03-1996""",242,0
"=""03-1997""",242,0
"=""03-1998""",242,0
"=""03-1999""",242,0
"=""03-2000""",242,0
"=""03-2001""",242,0
"=""03-2002""",242,0
"=""03-2003""",242,0
"=""03-2004""",242,0
"=""03-2005""",242,0
"=""03-2006""",242,0
"=""03-2007""",242,0
"=""03-2008""",242,0
"=""03-2009""",242,0
"=""03-2010""",242,0
"=""03-2011""",242,0
"=""03-2012""",242,0
"=""04-1995""",242,0
"=""04-1996""",242,0
"=""04-1997""",242,0
"=""04-1998""",242,0
"=""04-1999""",242,0
"=""04-2000""",242,0
"=""04-2001""",242,0
"=""04-2002""",242,0
"=""04-2003""",242,0
"=""04-2004""",242,0
"=""04-2005""",242,0
"=""04-2006""",242,0
"=""04-2007""",242,0
"=""04-2008""",242,0
"=""04-2009""",242,0
"=""04-2010""",242,0
"=""04-2011""",242,0
"=""04-2012""",242,0
"=""05-1995""",242,0
"=""05-1996""",242,0
"=""05-1997""",242,0
"=""05-1998""",242,0
"=""05-1999""",242,0
"=""05-2000""",242,0
"=""05-2001""",242,0
"=""05-2002""",242,0
"=""05-2003""",242,0
"=""05-2004""",242,0
"=""05-2005""",242,0
"=""05-2006""",242,0
"=""05-2007""",242,0
"=""05-2008""",242,0
"=""05-2009""",242,0
"=""05-2010""",242,0
"=""05-2011""",242,0
"=""05-2012""",242,0
"=""06-1995""",242,0
"=""06-1996""",242,0
"=""06-1997""",242,0
"=""06-1998""",242,0
"=""06-1999""",242,0
"=""06-2000""",242,0
"=""06-2001""",242,0
"=""06-2002""",242,0
"=""06-2003""",242,0
"=""06-2004""",242,0
"=""06-2005""",242,0
"=""06-2006""",242,0
"=""06-2007""",242,0
"=""06-2008""",242,266
"=""06-2009""",242,0
"=""06-2010""",242,0
"=""06-2011""",242,0
"=""06-2012""",242,0
"=""07-1995""",242,0
"=""07-1996""",242,0
"=""07-1997""",242,0
"=""07-1998""",242,0
"=""07-1999""",242,0
"=""07-2000""",242,0
"=""07-2001""",242,0
"=""07-2002""",242,0
"=""07-2003""",242,0
"=""07-2004""",242,0
"=""07-2005""",242,0
"=""07-2006""",242,0
"=""07-2007""",242,0
"=""07-2008""",242,0
"=""07-2009""",242,0
"=""07-2010""",242,0
"=""07-2011""",242,0
"=""07-2012""",242,0
"=""08-1995""",242,0
"=""08-1996""",242,0
"=""08-1997""",242,0
"=""08-1998""",242,0
"=""08-1999""",242,0
"=""08-2000""",242,0
"=""08-2001""",242,0
"=""08-2002""",242,0
"=""08-2003""",242,0
"=""08-2004""",242,0
"=""08-2005""",242,0
"=""08-2006""",242,0
"=""08-2007""",242,0
"=""08-2008""",242,0
"=""08-2009""",242,0
"=""08-2010""",242,0
"=""08-2011""",242,0
"=""08-2012""",242,0
"=""09-1995""",242,0
"=""09-1996""",242,0
"=""09-1997""",242,0
"=""09-1998""",242,0
"=""09-1999""",242,0
"=""09-2000""",242,0
"=""09-2001""",242,0
"=""09-2002""",242,0
"=""09-2003""",242,0
"=""09-2004""",242,0
"=""09-2005""",242,0
"=""09-2006""",242,0
"=""09-2007""",242,0
"=""09-2008""",242,0
"=""09-2009""",242,0
"=""09-2010""",242,0
"=""09-2011""",242,0
"=""09-2012""",242,0
"=""10-1995""",242,0
"=""10-1996""",242,0
"=""10-1997""",242,0
"=""10-1998""",242,0
"=""10-1999""",242,0
"=""10-2000""",242,0
"=""10-2001""",242,0
"=""10-2002""",242,0
"=""10-2003""",242,0
